landmark_0_x,landmark_0_y,landmark_0_z,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z,label
0.6686738133430481,0.8422953486442566,-3.1775184705651327e-09,0.5991597771644592,0.7736857533454895,-0.016437722370028496,0.5485453605651855,0.6646672487258911,-0.025995811447501183,0.5172958374023438,0.5683044791221619,-0.039430975914001465,0.4857916235923767,0.5047264695167542,-0.05429932847619057,0.6049778461456299,0.5159953236579895,0.0077870930545032024,0.5763545632362366,0.39356157183647156,-0.009187083691358566,0.5595754981040955,0.3135016858577728,-0.027711039409041405,0.545989990234375,0.2414410561323166,-0.04255972430109978,0.6457903385162354,0.49151039123535156,-0.0037507445085793734,0.6391142010688782,0.3385981321334839,-0.018218083307147026,0.6331892013549805,0.24391894042491913,-0.043249860405921936,0.6282634139060974,0.16607995331287384,-0.06398878991603851,0.6848164200782776,0.4992368817329407,-0.02005503885447979,0.6905486583709717,0.35289981961250305,-0.03683048486709595,0.6889898777008057,0.26341283321380615,-0.061777204275131226,0.6862505674362183,0.18654251098632812,-0.08070021867752075,0.7238695621490479,0.5347869396209717,-0.039883196353912354,0.7428264617919922,0.42347490787506104,-0.057387277483940125,0.7491664290428162,0.3471970856189728,-0.07421933859586716,0.7530770897865295,0.27609333395957947,-0.08774706721305847,off
0.6693733930587769,0.8405234217643738,-2.9974986937020276e-09,0.5993800163269043,0.7725833654403687,-0.01738668605685234,0.5480800271034241,0.6662788987159729,-0.027310820296406746,0.5169092416763306,0.5700566172599792,-0.040919188410043716,0.48564857244491577,0.5038354992866516,-0.05591187626123428,0.6042250990867615,0.5180370807647705,0.007471336517482996,0.574980616569519,0.396724134683609,-0.00982719101011753,0.5579207539558411,0.31812378764152527,-0.0285223126411438,0.5437918305397034,0.24652884900569916,-0.043445367366075516,0.6454664468765259,0.49242183566093445,-0.0036954889073967934,0.6381298303604126,0.3403703272342682,-0.018615147098898888,0.6310967803001404,0.2470979243516922,-0.04404095932841301,0.6245220899581909,0.17004241049289703,-0.06499538570642471,0.6847789287567139,0.49908989667892456,-0.019790377467870712,0.6908438205718994,0.3531721532344818,-0.03727177903056145,0.6886424422264099,0.2642028331756592,-0.06299955397844315,0.6847438812255859,0.18638405203819275,-0.0823637992143631,0.7237480878829956,0.534065842628479,-0.039392776787281036,0.7429232597351074,0.4225417673587799,-0.05753423646092415,0.7482747435569763,0.3467823266983032,-0.07500564306974411,0.7507397532463074,0.2754703760147095,-0.08899400383234024,off
0.6671630144119263,0.8411299586296082,-3.0952387319871377e-09,0.5988654494285583,0.7736730575561523,-0.015284927561879158,0.5483732223510742,0.6639558672904968,-0.02374877966940403,0.5179010033607483,0.5671566724777222,-0.036189205944538116,0.4883840084075928,0.5033624172210693,-0.0500459149479866,0.6037724018096924,0.5157572627067566,0.010461121797561646,0.5747628211975098,0.3950047194957733,-0.005635510198771954,0.5586870908737183,0.3151833117008209,-0.023835400119423866,0.5456392765045166,0.24321189522743225,-0.03847530484199524,0.6441962122917175,0.49094313383102417,-0.0012144736247137189,0.6374586224555969,0.3388083875179291,-0.01473216712474823,0.6317373514175415,0.24387972056865692,-0.03978165239095688,0.6265273094177246,0.16681833565235138,-0.06060084328055382,0.6829581260681152,0.4979429543018341,-0.017698509618639946,0.688051700592041,0.3505876362323761,-0.03406808152794838,0.6856777667999268,0.26022812724113464,-0.05963117256760597,0.6818090081214905,0.1836496889591217,-0.0789702758193016,0.7220293879508972,0.532200813293457,-0.03753145411610603,0.7413153648376465,0.4202818274497986,-0.054906051605939865,0.7483249306678772,0.3434922993183136,-0.0720335990190506,0.7526377439498901,0.2725180387496948,-0.08584064245223999,off
0.6689576506614685,0.8414265513420105,-2.6170163813787894e-09,0.5990129113197327,0.7733751535415649,-0.016208162531256676,0.5480599999427795,0.6658173203468323,-0.024845093488693237,0.5171735882759094,0.5694486498832703,-0.03732624650001526,0.4869372546672821,0.5043842196464539,-0.051121678203344345,0.6045485138893127,0.5179417133331299,0.010949937626719475,0.5751591920852661,0.3985203504562378,-0.004623598884791136,0.558567225933075,0.3199169933795929,-0.022343577817082405,0.5448408722877502,0.24821801483631134,-0.03664833679795265,0.6453779339790344,0.49247443675994873,-0.00011325179366394877,0.6376922130584717,0.341479629278183,-0.013104831799864769,0.6308854222297668,0.24808251857757568,-0.037543270736932755,0.6245366334915161,0.17113853991031647,-0.05792640894651413,0.6841446161270142,0.4991060793399811,-0.016128845512866974,0.6894084215164185,0.35312196612358093,-0.03212025761604309,0.6870304942131042,0.2640376687049866,-0.057140812277793884,0.6831492185592651,0.1870763748884201,-0.07611802220344543,0.7228992581367493,0.5335686206817627,-0.035628292709589005,0.7423560619354248,0.4225803017616272,-0.05267912149429321,0.7487350106239319,0.3471544086933136,-0.06947501003742218,0.7520962953567505,0.2767130136489868,-0.08299936354160309,off
0.6666072607040405,0.8412684798240662,-3.0013438401255144e-09,0.5981473922729492,0.7737063765525818,-0.01458670198917389,0.5475921630859375,0.664574146270752,-0.02281365543603897,0.5174667835235596,0.5678518414497375,-0.03525564447045326,0.4886971712112427,0.5039548277854919,-0.04914172366261482,0.6032286286354065,0.516535222530365,0.01174930576235056,0.5735348463058472,0.39769241213798523,-0.004191550891846418,0.5573135018348694,0.3186147212982178,-0.022551288828253746,0.5442053079605103,0.24675768613815308,-0.03737178072333336,0.6435794830322266,0.4914102852344513,-0.00041298617725260556,0.6360739469528198,0.3404499292373657,-0.01375501323491335,0.6299484372138977,0.24597787857055664,-0.0390121266245842,0.624220609664917,0.16883499920368195,-0.06008731946349144,0.682183027267456,0.49821144342422485,-0.01740601286292076,0.6870657205581665,0.3515889346599579,-0.03355599567294121,0.6843450665473938,0.2617030143737793,-0.05912390351295471,0.6799935698509216,0.185276597738266,-0.0786161720752716,0.721253514289856,0.532367467880249,-0.037723712623119354,0.7405709624290466,0.4207201600074768,-0.05501773580908775,0.7475994825363159,0.3443288505077362,-0.07207846641540527,0.751626193523407,0.2737024128437042,-0.08592470735311508,off
0.6683207154273987,0.8416089415550232,-2.2941004651499952e-09,0.5990808010101318,0.7745932936668396,-0.015279168263077736,0.5483856797218323,0.6656747460365295,-0.023493383079767227,0.5180644392967224,0.5688310265541077,-0.035647593438625336,0.48837798833847046,0.5047408938407898,-0.04923533275723457,0.60341477394104,0.517940104007721,0.01067373901605606,0.5740612149238586,0.3970772922039032,-0.004991916008293629,0.5576966404914856,0.31701797246932983,-0.02292625792324543,0.544434666633606,0.24452967941761017,-0.037361256778240204,0.6437867879867554,0.4924602508544922,-0.0006792460335418582,0.6364142298698425,0.3407800793647766,-0.013566364534199238,0.6300352215766907,0.2463083416223526,-0.03818056732416153,0.6241934299468994,0.16942065954208374,-0.05876317620277405,0.6825574636459351,0.49831026792526245,-0.016817530617117882,0.6872040033340454,0.3510967791080475,-0.03264743834733963,0.6844722628593445,0.26125645637512207,-0.0579255148768425,0.6803727746009827,0.18538963794708252,-0.07714525610208511,0.7218387722969055,0.5313606262207031,-0.03630905598402023,0.7409244179725647,0.41980597376823425,-0.0532664880156517,0.7478054165840149,0.3439406156539917,-0.07017245143651962,0.7517856359481812,0.2742616832256317,-0.08382874727249146,off
0.6663756370544434,0.8421106934547424,-2.8542472829684584e-09,0.5979890823364258,0.7730690836906433,-0.015234983526170254,0.5475142598152161,0.6636189818382263,-0.023641951382160187,0.5172935724258423,0.5668169260025024,-0.03615156188607216,0.48799532651901245,0.5026901960372925,-0.050038762390613556,0.6037325263023376,0.5170506834983826,0.011811923235654831,0.5754418969154358,0.3951496481895447,-0.0039639901369810104,0.5592778921127319,0.3152603209018707,-0.02197917550802231,0.5460036396980286,0.24330805242061615,-0.0364566370844841,0.6442141532897949,0.49238258600234985,0.0001562565885251388,0.6376721858978271,0.3396138548851013,-0.01303133275359869,0.6316311955451965,0.24440985918045044,-0.038058921694755554,0.6259300112724304,0.16696889698505402,-0.058788809925317764,0.683015763759613,0.49900609254837036,-0.016423527151346207,0.6882814168930054,0.351304829120636,-0.03261285647749901,0.6856802701950073,0.2603909373283386,-0.05827239155769348,0.6814067363739014,0.1831744909286499,-0.07759589701890945,0.7219623327255249,0.5325825214385986,-0.03638438135385513,0.7410215139389038,0.41995540261268616,-0.05350400507450104,0.7477103471755981,0.34319159388542175,-0.07054220139980316,0.7515102028846741,0.2721920609474182,-0.08425617963075638,off
0.6672967672348022,0.8409534692764282,-2.3910380342329063e-09,0.5975570678710938,0.7715254426002502,-0.015219047665596008,0.5470677018165588,0.6644266247749329,-0.022994007915258408,0.5169293284416199,0.5688971281051636,-0.034823331981897354,0.4878605604171753,0.5050238966941833,-0.04796282947063446,0.6044010519981384,0.5175655484199524,0.013567264191806316,0.5742464065551758,0.39991292357444763,-0.001318539259955287,0.5572484731674194,0.3220256567001343,-0.01882830262184143,0.5431898832321167,0.25083887577056885,-0.03290187194943428,0.6451464891433716,0.4922516345977783,0.002375922165811062,0.6378940939903259,0.342542439699173,-0.009886156767606735,0.631048321723938,0.24990342557430267,-0.03414125367999077,0.6243717074394226,0.17409656941890717,-0.05426708236336708,0.6837588548660278,0.4985956847667694,-0.013836373575031757,0.689319372177124,0.35325053334236145,-0.029059600085020065,0.6864535808563232,0.26540687680244446,-0.053763266652822495,0.6818912029266357,0.1896546632051468,-0.07248073071241379,0.7223477363586426,0.5326398015022278,-0.03352481499314308,0.7416787147521973,0.42209887504577637,-0.049967460334300995,0.7476061582565308,0.34698617458343506,-0.06647203117609024,0.7504173517227173,0.2768060266971588,-0.07974908500909805,off
0.6669452786445618,0.8416737914085388,-2.7178035377772858e-09,0.5978866815567017,0.7737260460853577,-0.013241677545011044,0.5473296642303467,0.6640570759773254,-0.020564841106534004,0.5176289677619934,0.567227840423584,-0.03246433660387993,0.4893096685409546,0.5021653771400452,-0.04583193361759186,0.6040799617767334,0.5172789692878723,0.01505811233073473,0.5731809139251709,0.39969950914382935,-0.00039966750773601234,0.5559174418449402,0.3210608959197998,-0.01877395622432232,0.5419244766235352,0.24938371777534485,-0.033560000360012054,0.6441339254379272,0.4919605255126953,0.0024189534597098827,0.6366861462593079,0.34146758913993835,-0.010493927635252476,0.6307516694068909,0.24700681865215302,-0.03585921600461006,0.6252794861793518,0.17012867331504822,-0.056858260184526443,0.6823697090148926,0.4981663227081299,-0.015138311311602592,0.68692547082901,0.3509916067123413,-0.030694030225276947,0.684120774269104,0.2619609832763672,-0.05590444058179855,0.6799699664115906,0.18672774732112885,-0.07513217628002167,0.7212147116661072,0.5317479968070984,-0.03602776303887367,0.7395169734954834,0.4193096458911896,-0.05289182439446449,0.7456947565078735,0.34307053685188293,-0.06964809447526932,0.7492259740829468,0.2729066014289856,-0.08323174715042114,off
0.6664823889732361,0.8425765633583069,-2.2941977206869524e-09,0.5972812175750732,0.7740761041641235,-0.012805716134607792,0.5471450090408325,0.6641119718551636,-0.0201889481395483,0.5173559188842773,0.5670445561408997,-0.032122280448675156,0.4877813756465912,0.5021786093711853,-0.04559197276830673,0.602708101272583,0.5174903869628906,0.014179114252328873,0.5727604627609253,0.39831042289733887,-0.0014799570199102163,0.5565696954727173,0.3191284239292145,-0.01972198858857155,0.5433496236801147,0.24690482020378113,-0.034353334456682205,0.6430997252464294,0.4925963878631592,0.001270744949579239,0.6356882452964783,0.3418208360671997,-0.011751019395887852,0.6296877861022949,0.24798208475112915,-0.036838632076978683,0.6237772107124329,0.17124396562576294,-0.05760616436600685,0.6818535327911377,0.4990927278995514,-0.0164337195456028,0.6859363913536072,0.3511607348918915,-0.032309018075466156,0.6827386021614075,0.26136302947998047,-0.057680048048496246,0.6779194474220276,0.18510012328624725,-0.07697028666734695,0.7211887836456299,0.5329484343528748,-0.03731955960392952,0.7397170662879944,0.4199793338775635,-0.054366327822208405,0.7453756332397461,0.34385061264038086,-0.07117956131696701,0.7480989694595337,0.27375030517578125,-0.08481013029813766,off
